"","age","workclass","education","marital.status","occupation","relationship","race","gender","hrs.per.week","class"
"282",49,"Private","Masters","Never-married","Prof-specialty","Not-in-family","White","Male",60,"<=50K"
"283",45,"Private","HS-grad","Married-civ-spouse","Other-service","Husband","Black","Male",40,"<=50K"
"284",26,"Private","Assoc-acdm","Never-married","Sales","Not-in-family","White","Male",40,"<=50K"
"285",38,"Private","Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",40,">50K"
"286",36,"State-gov","HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male",40,">50K"
"287",33,"Private","HS-grad","Never-married","Farming-fishing","Not-in-family","White","Male",20,"<=50K"
"288",22,"State-gov","Some-college","Never-married","Protective-serv","Own-child","Black","Female",40,"<=50K"
"289",43,"Self-emp-not-inc","Bachelors","Never-married","Sales","Not-in-family","White","Male",42,"<=50K"
"290",31,"Private","Bachelors","Never-married","Prof-specialty","Own-child","White","Male",25,"<=50K"
"291",33,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"292",26,"Private","HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",40,"<=50K"
"293",33,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"294",46,"Local-gov","11th","Married-civ-spouse","Transport-moving","Husband","White","Male",30,"<=50K"
"295",38,"Federal-gov","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,">50K"
"296",65,"Private","11th","Widowed","Other-service","Unmarried","Other","Male",40,"<=50K"
"297",40,"Private","Assoc-voc","Married-civ-spouse","Tech-support","Husband","White","Male",40,">50K"
"298",42,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",35,"<=50K"
"299",36,"Private","10th","Married-civ-spouse","Other-service","Wife","White","Female",24,"<=50K"
"300",62,"Private","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,">50K"
"301",43,"Private","Bachelors","Married-civ-spouse","Transport-moving","Husband","White","Male",45,"<=50K"
"302",43,"Private","Bachelors","Divorced","Exec-managerial","Not-in-family","White","Male",45,">50K"
"303",22,"Private","HS-grad","Married-spouse-absent","Sales","Not-in-family","White","Male",55,"<=50K"
"304",28,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"305",56,"Self-emp-not-inc","Some-college","Married-civ-spouse","Sales","Husband","White","Male",45,"<=50K"
"306",22,"Private","Assoc-acdm","Never-married","Sales","Not-in-family","White","Female",15,"<=50K"
"307",57,"Private","Bachelors","Divorced","Exec-managerial","Not-in-family","White","Female",45,">50K"
"308",39,"Private","HS-grad","Divorced","Sales","Unmarried","White","Female",40,"<=50K"
"309",26,"Federal-gov","Some-college","Never-married","Adm-clerical","Unmarried","White","Female",15,"<=50K"
"310",17,"Private","11th","Never-married","Other-service","Own-child","White","Male",10,"<=50K"
"311",40,"State-gov","Assoc-voc","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",38,">50K"
"312",45,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",40,"<=50K"
"313",44,"Private","HS-grad","Never-married","Craft-repair","Not-in-family","Black","Male",40,"<=50K"
"314",20,"Local-gov","Some-college","Never-married","Adm-clerical","Own-child","White","Female",10,"<=50K"
"315",33,"Private","HS-grad","Married-civ-spouse","Craft-repair","Wife","White","Female",40,"<=50K"
"316",23,"Private","Some-college","Never-married","Sales","Not-in-family","White","Male",40,"<=50K"
"317",46,"Self-emp-not-inc","Masters","Divorced","Exec-managerial","Not-in-family","White","Male",30,"<=50K"
"318",38,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",50,"<=50K"
"319",54,"Private","HS-grad","Divorced","Transport-moving","Not-in-family","White","Male",40,"<=50K"
"320",46,"Private","5th-6th","Divorced","Craft-repair","Not-in-family","White","Female",45,"<=50K"
"321",25,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",40,"<=50K"
"322",46,"Private","Some-college","Divorced","Sales","Not-in-family","White","Female",40,"<=50K"
"323",36,"Local-gov","Some-college","Married-civ-spouse","Transport-moving","Wife","White","Female",40,"<=50K"
"324",23,"Private","HS-grad","Never-married","Other-service","Not-in-family","White","Female",25,"<=50K"
"325",29,"Private","HS-grad","Separated","Machine-op-inspct","Not-in-family","White","Male",40,"<=50K"
"326",44,"Private","Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female",6,">50K"
"327",19,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",16,"<=50K"
"328",19,"Private","HS-grad","Never-married","Other-service","Other-relative","White","Female",40,"<=50K"
"329",35,"Private","HS-grad","Married-civ-spouse","Other-service","Wife","White","Female",40,">50K"
"330",27,"Private","Bachelors","Never-married","Craft-repair","Not-in-family","White","Male",50,"<=50K"
"331",46,"Self-emp-not-inc","Assoc-acdm","Separated","Craft-repair","Not-in-family","White","Male",40,"<=50K"
"332",34,"Private","HS-grad","Never-married","Other-service","Not-in-family","White","Female",35,"<=50K"
"333",44,"Private","Some-college","Married-civ-spouse","Tech-support","Husband","White","Male",40,"<=50K"
"334",45,"Private","Some-college","Divorced","Handlers-cleaners","Unmarried","White","Female",40,"<=50K"
"335",25,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",55,">50K"
"336",52,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,">50K"
"337",20,"Private","Some-college","Never-married","Handlers-cleaners","Own-child","White","Male",40,"<=50K"
"338",28,"Private","Some-college","Never-married","Other-service","Not-in-family","White","Female",40,"<=50K"
"339",50,"State-gov","Bachelors","Married-civ-spouse","Protective-serv","Husband","White","Male",40,">50K"
"340",34,"Private","Assoc-voc","Divorced","Tech-support","Not-in-family","White","Female",64,"<=50K"
"341",41,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",65,">50K"
"342",28,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,"<=50K"
"343",46,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",25,"<=50K"
"344",32,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",50,"<=50K"
"345",41,"Local-gov","Some-college","Divorced","Other-service","Not-in-family","Black","Female",24,"<=50K"
"346",24,"Private","HS-grad","Never-married","Handlers-cleaners","Unmarried","Black","Female",40,"<=50K"
"347",33,"Private","Some-college","Divorced","Exec-managerial","Unmarried","White","Female",40,"<=50K"
"348",46,"Private","Doctorate","Married-civ-spouse","Exec-managerial","Husband","White","Male",60,">50K"
"349",31,"State-gov","Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,"<=50K"
"350",35,"Private","12th","Divorced","Craft-repair","Not-in-family","White","Male",50,">50K"
"351",30,"Private","11th","Never-married","Other-service","Own-child","White","Female",19,"<=50K"
"352",34,"Local-gov","11th","Separated","Machine-op-inspct","Not-in-family","Black","Male",40,"<=50K"
"353",34,"State-gov","HS-grad","Divorced","Transport-moving","Unmarried","White","Female",40,"<=50K"
"354",20,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",30,"<=50K"
"355",17,"Private","11th","Never-married","Handlers-cleaners","Own-child","White","Male",18,"<=50K"
"356",32,"State-gov","Bachelors","Married-civ-spouse","Exec-managerial","Wife","White","Female",40,">50K"
"357",29,"Private","HS-grad","Divorced","Farming-fishing","Not-in-family","White","Male",40,"<=50K"
"358",33,"Private","10th","Never-married","Craft-repair","Unmarried","White","Female",35,"<=50K"
"359",25,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",60,"<=50K"
"360",36,"Federal-gov","Masters","Never-married","Prof-specialty","Not-in-family","White","Male",40,"<=50K"
"361",63,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,">50K"
"362",47,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,"<=50K"
"363",40,"Self-emp-not-inc","Bachelors","Married-spouse-absent","Prof-specialty","Not-in-family","White","Female",40,"<=50K"
"364",30,"Private","Assoc-acdm","Married-civ-spouse","Other-service","Wife","White","Female",25,">50K"
"365",33,"Private","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",50,">50K"
"366",34,"Local-gov","HS-grad","Never-married","Farming-fishing","Not-in-family","Black","Male",60,"<=50K"
"367",34,"Local-gov","Some-college","Never-married","Protective-serv","Not-in-family","White","Female",40,"<=50K"
"368",23,"Private","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,"<=50K"
"369",42,"Local-gov","Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female",40,"<=50K"
"370",29,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male",40,"<=50K"
"371",45,"Private","HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female",28,"<=50K"
"372",24,"Federal-gov","HS-grad","Never-married","Armed-Forces","Own-child","White","Male",40,"<=50K"
"373",44,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",40,">50K"
"374",20,"Private","Some-college","Never-married","Sales","Not-in-family","White","Male",35,"<=50K"
"375",44,"Private","HS-grad","Widowed","Exec-managerial","Unmarried","Black","Female",40,"<=50K"
"376",51,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","Amer-Indian-Eskimo","Male",40,"<=50K"
"377",20,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",40,"<=50K"
"378",19,"Private","HS-grad","Never-married","Machine-op-inspct","Own-child","Black","Female",40,"<=50K"
"379",45,"Self-emp-inc","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",55,">50K"
"380",60,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",40,">50K"
"381",44,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Sales","Wife","White","Female",40,">50K"
"382",40,"Private","Assoc-voc","Married-civ-spouse","Machine-op-inspct","Husband","Asian-Pac-Islander","Male",40,">50K"
"383",30,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Wife","White","Female",40,"<=50K"
"384",38,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","Black","Male",50,"<=50K"
"385",23,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",60,"<=50K"
"386",44,"Private","Assoc-acdm","Never-married","Farming-fishing","Own-child","White","Male",40,"<=50K"
"387",54,"Local-gov","HS-grad","Married-civ-spouse","Transport-moving","Husband","Black","Male",40,"<=50K"
"388",32,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",50,"<=50K"
"389",50,"Private","1st-4th","Married-spouse-absent","Craft-repair","Unmarried","White","Male",40,"<=50K"
"390",24,"Private","Bachelors","Never-married","Tech-support","Not-in-family","White","Female",20,"<=50K"
"391",37,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",60,"<=50K"
"392",52,"Private","HS-grad","Divorced","Transport-moving","Unmarried","White","Male",40,"<=50K"
"393",38,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",40,"<=50K"
"394",49,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",45,">50K"
"395",30,"Private","Bachelors","Married-civ-spouse","Tech-support","Wife","White","Female",16,">50K"
"396",60,"Private","Some-college","Never-married","Prof-specialty","Unmarried","White","Male",40,">50K"
"397",35,"Private","HS-grad","Never-married","Craft-repair","Not-in-family","White","Male",40,"<=50K"
"398",30,"Private","HS-grad","Never-married","Transport-moving","Not-in-family","White","Male",60,"<=50K"
"399",67,"Private","Assoc-voc","Divorced","Other-service","Not-in-family","White","Female",24,"<=50K"
"400",46,"Private","Bachelors","Never-married","Craft-repair","Not-in-family","White","Female",40,"<=50K"
"401",17,"Private","9th","Never-married","Other-service","Not-in-family","White","Male",6,"<=50K"
"402",22,"Private","Some-college","Never-married","Handlers-cleaners","Own-child","White","Male",30,"<=50K"
"403",27,"Private","10th","Never-married","Other-service","Not-in-family","White","Male",40,"<=50K"
"404",23,"Private","HS-grad","Never-married","Other-service","Unmarried","White","Female",35,"<=50K"
"405",43,"Self-emp-not-inc","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",20,"<=50K"
"406",28,"State-gov","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male",20,"<=50K"
"407",41,"Private","HS-grad","Married-spouse-absent","Craft-repair","Unmarried","White","Female",40,"<=50K"
"408",25,"Private","Some-college","Married-spouse-absent","Adm-clerical","Own-child","Black","Female",20,"<=50K"
"409",59,"Local-gov","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",45,"<=50K"
"410",45,"Local-gov","Bachelors","Divorced","Prof-specialty","Unmarried","White","Female",40,"<=50K"
"411",38,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",60,">50K"
"412",40,"Private","HS-grad","Never-married","Other-service","Not-in-family","White","Female",35,"<=50K"
"413",46,"Federal-gov","HS-grad","Divorced","Adm-clerical","Not-in-family","White","Male",40,"<=50K"
"414",35,"Private","Assoc-acdm","Never-married","Exec-managerial","Not-in-family","White","Female",60,"<=50K"
"415",34,"Private","HS-grad","Divorced","Prof-specialty","Unmarried","White","Female",25,"<=50K"
"416",33,"Private","Bachelors","Never-married","Craft-repair","Own-child","White","Male",20,"<=50K"
"417",41,"Private","HS-grad","Divorced","Adm-clerical","Unmarried","White","Female",36,"<=50K"
"418",20,"Private","Some-college","Never-married","Machine-op-inspct","Own-child","White","Male",40,"<=50K"
"419",26,"Private","Some-college","Never-married","Prof-specialty","Not-in-family","White","Female",35,"<=50K"
"420",62,"Local-gov","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",40,"<=50K"
"421",52,"Private","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",40,"<=50K"
"422",25,"Private","Bachelors","Never-married","Sales","Not-in-family","White","Female",40,"<=50K"
"423",24,"Private","Bachelors","Never-married","Exec-managerial","Not-in-family","Black","Male",40,"<=50K"
"424",19,"Private","Some-college","Never-married","Protective-serv","Own-child","White","Male",8,"<=50K"
"425",43,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",40,"<=50K"
"426",47,"Local-gov","HS-grad","Separated","Adm-clerical","Unmarried","Black","Female",40,"<=50K"
"427",39,"Private","HS-grad","Divorced","Other-service","Unmarried","White","Female",40,"<=50K"
"428",49,"Private","Assoc-voc","Married-spouse-absent","Handlers-cleaners","Unmarried","White","Male",42,"<=50K"
"429",32,"Private","Assoc-voc","Never-married","Craft-repair","Not-in-family","White","Male",45,"<=50K"
"430",34,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",50,">50K"
"431",28,"Private","HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",45,"<=50K"
"432",25,"Private","Some-college","Never-married","Adm-clerical","Not-in-family","Amer-Indian-Eskimo","Female",20,"<=50K"
"433",34,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",50,">50K"
"434",38,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",80,">50K"
